CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.762.723/0001-28;2024-06-01;1;2044470.23;4924.03;0;0;2039546.2;104700000;104700000;0;104700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;320073.67;0;0;320073.67;15.85;48626.94;0;0;0;0;0;0;0;0;48642.79
00.762.723/0001-28;2024-07-01;1;6157191.88;5172.04;0;0;6152019.84;104700000;104700000;0;104700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;315783.35;0;0;315783.35;15.85;48626.95;0;0;0;0;0;0;0;3235621.25;3284264.05
00.868.235/0001-08;2024-01-01;2;2602649.7;11911.04;0;0;2590738.66;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3784978.94;2586878.71;0;1198100.23;619998.61;51451.11;0;0;0;0;0;0;0;2370369.47;3041819.19
00.868.235/0001-08;2024-02-01;1;2497655.12;9296.86;0;0;2488358.26;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3771968.19;2573553.96;0;1198414.23;572108.41;51451.11;0;0;0;0;0;0;0;2234944.22;2858503.74
00.868.235/0001-08;2024-03-01;1;2750368.36;8504.31;0;0;2741864.05;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3492576.88;2271429.49;0;1221147.39;540452.59;51451.11;0;0;0;0;0;0;0;2182478.91;2774382.61
00.868.235/0001-08;2024-04-01;1;2788637.15;524173.82;0;0;2264463.33;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3353275.48;2154058.77;0;1199216.71;585376.28;51451.11;0;0;0;0;0;0;0;2149237.63;2786065.02
00.868.235/0001-08;2024-05-01;1;2838605.16;525623.57;0;0;2312981.59;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3346394.93;2135686.31;0;1210708.62;594866.83;51451.11;0;0;0;0;0;0;0;2157234.06;2803552
00.868.235/0001-08;2024-06-01;1;2634594.18;8474.27;0;0;2626119.91;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3666134.34;2456798.27;0;1209336.07;389454.91;58300.74;0;0;0;0;0;0;0;2145387.87;2593143.52
00.868.235/0001-08;2024-07-01;1;2782833.72;10670.51;0;0;2772163.21;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3853650.62;2646315.1;0;1207335.52;475941.2;58300.74;0;0;0;0;0;0;0;2145280.84;2679522.78
01.201.140/0001-90;2024-01-01;1;8693945.84;5260.09;0;0;8688685.75;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7351365.25;5848178.98;0;1503186.27;3963509.69;96900.4;0;0;0;35349.57;0;0;24566.75;270799.14;4391125.55
01.201.140/0001-90;2024-02-01;1;7477436.23;5322.67;0;0;7472113.56;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7029429.84;5360183.51;0;1669246.33;2458354.82;96900.4;0;0;0;25608.47;0;0;24566.75;247452.85;2852883.29
01.201.140/0001-90;2024-03-01;1;7559097.87;5562.4;0;0;7553535.47;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7285729.76;5393892.4;0;1891837.36;2462605.16;96900.4;0;0;0;46405.56;0;0;24566.75;272895.85;2903373.72
01.201.140/0001-90;2024-04-01;1;7215165.56;5430.48;0;0;7209735.08;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7687804.6;5449071.04;0;2238733.56;2322519.2;96900.4;0;0;0;26065.08;0;0;24566.75;307581.18;2777632.61
01.201.140/0001-90;2024-05-01;1;6670949.19;5130.25;0;0;6665818.94;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8439342.7;5439473.07;0;2999869.63;2320487.95;96900.4;0;0;0;4052.36;0;0;24566.75;286559.15;2732566.61
01.201.140/0001-90;2024-06-01;1;6391202.4;5009.22;0;0;6386193.18;465616771.98;465616771.98;0;0;0;465616771.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;9250286.19;5479477.8;0;3770808.39;1763191.78;96900.4;0;0;0;47935.84;0;0;24566.75;287095.57;2219690.34
01.201.140/0001-90;2024-07-01;1;10983314.59;5471.48;0;0;10977843.11;465648052.06;465648052.06;0;0;0;465648052.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7087673.04;6399621.36;0;688051.68;3035599.41;96900.4;0;0;0;198781.75;0;0;24566.75;397430.8;3753279.11
01.235.622/0001-61;2024-01-01;2;60281515.84;481619.76;;;59799896.08;2407474057.78;1663839744.78;340777389.25;599752093.35;;63679855.7;659630406.48;;;;;;;;;301325560.15;;;;209916705.4;;;;232392047.45;;;;;;934737525.72;3844612.51;768773621.98;162119291.23;60333770.57;2486037.45;;61935850.64;;;93839330.7;;1935085.14;323666993.89;544197068.39
01.235.622/0001-61;2024-02-01;1;118289106.39;362639.25;;;117926467.14;2463659433.15;1714043753.39;408723576.28;599752093.35;;58165308.1;647402775.66;;;;;;;;;304530127.6;;;;210716705.4;;;;234368846.76;;;;;;967246423.22;3532016.77;796397079.98;167317326.47;2038.92;2155064.37;;61962762.1;;;93574357.61;;1935085.14;315127769.42;474757077.56
01.235.622/0001-61;2024-03-01;1;73174372.44;692261.8;;;72482110.64;2486164697.49;1729568319.77;432187168.63;599752093.35;;56399024.27;641230033.52;;;;;;;;;310273143.59;;;;210716705.4;;;;235606528.73;;;;;;999492636.7;3596495.05;821965364.11;173930777.54;2038.92;2440029.96;;57097131.21;;;93574357.61;;1935085.14;309461204.53;464509847.37
01.235.622/0001-61;2024-04-01;2;52643476.6;2348147.75;;;50295328.85;2482385205.73;1724084740.61;440705892.64;599752093.35;;48335277.5;635291477.12;;;;;;;;;312008545.88;;;;210716705.32;;;;235575213.92;;;;;;1025282143.7;3508925.69;844555024.27;177218193.74;2038.92;2701392;;58547812.96;;;93522363.76;;1935085.14;293112324.74;449821017.52
01.235.622/0001-61;2024-05-01;1;28514927.6;2422761.39;;;26092166.21;2504748652.83;1742866226.59;477395722.53;599752093.35;;46766226.86;618952183.85;;;;;;;;;314709370.88;;;;210726705.32;;;;236446350.04;;;;;;1041109757.97;3411280.13;861191080.51;176507397.33;2038.92;2592074.84;;58811191.44;;;93437112.28;;1935085.14;298150373.53;454927876.15
01.235.622/0001-61;2024-06-01;2;96201090.14;516457.24;;;95684632.9;2525841244.53;1769598274.38;474858573.67;599752093.35;;48850712.88;646136894.48;;;;;;;;;309545629.89;;;;209737059.26;;;;236960281;;;;;;1052260682.26;4031425.49;855129926.44;193099330.33;36796591.32;2475750.26;;58767635.51;;;93356597.27;;1647424.78;309013512.34;502057511.48
01.235.622/0001-61;2024-07-01;1;91481542.21;726770.27;;;90754771.94;2515252886.74;1755927471.65;454097085.1;599752093.35;;48732642.7;653345650.5;;;;;;;;;312181255.58;;;;209737059.26;;;;237407100.25;;;;;;1053056932.25;3941369.26;860357274.39;188758288.6;36796591.32;2895303.34;;60407324.18;;;97919571.79;;1647424.78;303589462;503255677.41
01.356.517/0001-80;2024-01-01;1;88020043.7;386478.62;0;0;87633565.08;235462414.92;235462414.92;38979129.96;196483284.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13569144.48;12550956.88;0;1018187.6;170400975.19;0;0;604373.47;0;5343136.4;0;0;0;401497.07;176749982.13
01.356.517/0001-80;2024-02-01;1;87160323.58;686646.6;0;0;86473676.98;235506456.37;235506456.37;38979129.96;196527326.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13781935.93;12751097.8;0;1030838.13;169150975.19;0;0;604373.47;0;5451763.55;0;0;0;426760.6;175633872.81
01.356.517/0001-80;2024-03-01;1;95362141.84;390158.84;0;0;94971983;235513876.37;235513876.37;38979129.96;196534746.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13814885.56;12775486.35;0;1039399.21;167900975.19;0;0;604373.47;0;5515514.42;0;0;0;407810.93;174428674.01
01.356.517/0001-80;2024-04-01;1;100705243.6;602400.36;0;0;100102843.24;235557223.82;235557223.82;38979129.96;196578093.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13845492.52;12742946.06;0;1102546.46;166650975.19;0;0;604373.47;0;5617226.03;0;0;0;414133;173286707.69
01.356.517/0001-80;2024-05-01;1;105881767.77;496432.81;0;0;105385334.96;235603801.32;235603801.32;38979129.96;196624671.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13826880.51;12697510.86;0;1129369.65;165400975.19;0;0;604373.47;0;5576093.3;0;0;0;417651.27;171999093.23
01.356.517/0001-80;2024-06-01;1;108703358.25;316147.71;0;0;108387210.54;235674981.32;235674981.32;38979129.96;196695851.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13799469.54;12771963.05;0;1027506.49;188600327.73;0;0;604373.47;0;5627417;0;0;0;6720546.58;201552664.78
01.356.517/0001-80;2024-07-01;1;107734833.97;459321.51;0;0;107275512.46;235749483.89;235749483.89;38979129.96;196770353.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13795534.5;12711144.78;0;1084389.72;187350327.73;0;0;604373.47;0;5731909.96;0;0;0;493282.94;194179894.1
01.497.954/0001-14;2024-01-01;1;25913.35;1;0;0;25912.35;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;422762.03;358794.03;0;63968;29219.05;68259.27;0;0;0;11022.04;0;0;0;93791.87;202292.23
01.497.954/0001-14;2024-02-01;1;8818.1;1;0;0;8817.1;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;454168.09;399002.16;0;55165.93;42028.43;70143.06;0;0;0;11022.04;0;0;0;84621.3;207814.83
01.497.954/0001-14;2024-03-01;1;1502.54;1;0;0;1501.54;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;518834.26;472881.39;0;45952.87;53642.02;70372.21;0;0;0;11022.04;0;0;0;89994.36;225030.63
01.497.954/0001-14;2024-04-01;1;16043.47;1;0;0;16042.47;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;490435.24;453703.21;0;36732.03;57445.52;70573.62;0;0;0;11022.04;0;0;0;74243.84;213285.02
01.497.954/0001-14;2024-05-01;1;44099.13;1;0;0;44098.13;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;508435.66;459833.26;0;48602.4;95033.07;70284.82;0;0;0;11022.04;0;0;0;74243.84;250583.77
01.497.954/0001-14;2024-06-01;1;112893.48;-12623;0;0;125516.48;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;543271.07;505199.43;0;38071.64;163957.8;70606.74;0;0;0;11022.04;0;0;0;65559.14;311145.72
01.497.954/0001-14;2024-07-01;1;2372.51;-12623;0;0;14995.51;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;570181.26;542608.52;0;27572.74;130738.78;70312.68;0;0;0;27022.04;0;0;0;52268.85;280342.35
01.601.918/0001-59;2024-01-01;1;333418.26;6280.82;0;0;327137.44;77436522.12;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5476522.12;0;0;0;0;0;0;;0;0;;0;0;0;418248.34;0;0;418248.34;250000;52086.04;0;0;0;5449.32;0;0;408113.92;20242.94;735892.22
01.601.918/0001-59;2024-02-01;1;282215.74;5322.13;0;0;276893.61;77450781.04;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5490781.04;0;0;0;0;0;0;;0;0;;0;0;0;418895.05;0;0;418895.05;250000;52539.65;0;0;0;5449.32;0;0;408113.92;13153.19;729256.08
01.601.918/0001-59;2024-03-01;1;634281.99;6041.06;0;0;628240.93;77049315.08;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5089315.08;0;0;0;0;0;0;;0;0;;0;0;0;419083.17;0;0;419083.17;250000;52539.65;0;0;0;5449.32;0;0;408113.92;6089.32;722192.21
01.601.918/0001-59;2024-04-01;1;583060.63;5988.58;0;0;577072.05;77088956.24;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5128956.24;0;0;0;0;0;0;;0;0;;0;0;0;419859.81;0;0;419859.81;250000;52539.65;0;0;0;5449.32;0;0;408113.92;6089.32;722192.21
01.601.918/0001-59;2024-05-01;1;663030.78;5184.01;0;0;657846.77;77123515.2;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5163515.2;0;0;0;0;0;0;;0;0;;0;0;0;429033.17;0;0;429033.17;250000;52539.65;0;0;0;5449.32;0;0;408113.92;6089.32;722192.21
01.601.918/0001-59;2024-06-01;1;571847.89;5579.38;0;0;566268.51;77039658.9;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5079658.9;0;0;0;0;0;0;;0;0;;0;0;0;440326.79;0;0;440326.79;250000;52539.65;0;0;0;0;0;0;408113.92;8932.02;719585.59
01.601.918/0001-59;2024-07-01;1;494624.39;6238.91;0;0;488385.48;77008657.48;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5048657.48;0;0;0;0;0;0;;0;0;;0;0;0;439568.2;0;0;439568.2;250000;52539.65;0;0;0;0;0;0;408113.92;8093.05;718746.62
01.633.741/0001-72;2024-01-01;1;917064.95;36295.49;880769.46;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;232051.06;203675.03;0;28376.03;150.64;17535.94;0;0;0;0;0;0;0;79032.24;96718.82
01.633.741/0001-72;2024-02-01;1;945485.13;14711.12;930774.01;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;244134.6;203675.03;0;40459.57;150.64;17535.94;0;0;0;0;0;0;0;82491.84;100178.42
01.633.741/0001-72;2024-03-01;1;977464.44;53167.11;924297.33;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;264998.1;203601.2;0;61396.9;150.64;17532.25;0;0;0;0;0;0;0;101338.27;119021.16
01.633.741/0001-72;2024-04-01;1;1011483.23;20205.42;991277.81;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;263215.16;203601.21;0;59613.95;150.64;17532.25;0;0;0;0;0;0;0;98063.81;115746.7
01.633.741/0001-72;2024-05-01;1;1014921.08;16028.22;998892.86;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;306973.29;249610.46;0;57362.83;150.64;18914.54;0;0;0;0;0;0;0;82140.21;101205.39
01.633.741/0001-72;2024-06-01;1;1078645.48;11215.13;1067430.35;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;296850.13;240949.71;0;55900.42;254154.64;18481.51;0;0;0;0;0;0;0;78865.74;351501.89
01.633.741/0001-72;2024-07-01;1;869066.74;17293.77;851772.97;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;305349.41;251457.52;0;53891.89;162.14;19006.9;0;0;0;0;0;0;0;71390.35;90559.39
01.636.325/0001-28;2024-01-01;2;11801696;4272256;0;0;7529440;294207180;294207180;0;0;0;294207180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4540378.68;2728392;0;1811986.68;422407;20833;0;0;0;907466;0;0;0;4785399;6136105
01.636.325/0001-28;2024-02-01;2;11642133;4589607;0;0;7052526;294716658;294716658;0;0;0;294716658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3576411.9;1781043;0;1795368.9;3650847;20833;0;0;0;901759;0;0;0;1179810;5753249
01.636.325/0001-28;2024-03-01;1;11274292;5536817;0;0;5737475;296198251;296198251;0;0;0;296198251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3883526.23;2251930;0;1631596.23;3816832;20833;0;0;0;896051;0;0;0;1719311;6453027
01.636.325/0001-28;2024-04-01;2;10947489;6971007;0;0;3976482;298476076;298476076;0;0;0;298476076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4264697.49;2646593;0;1618104.49;3588847;20833;0;0;0;890344;0;0;0;2579660;7079684
01.636.325/0001-28;2024-05-01;2;9303506;8060175;0;0;1243331;299351947;299351947;0;0;0;299351947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4163034.74;2525277;0;1637757.74;252303;20833;0;0;0;884637;0;0;0;4465843;5623616
01.636.325/0001-28;2024-06-01;2;9075126;8985757;0;0;89369;301504830;301504830;0;0;0;301504830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4308242.75;2650634;0;1657608.75;166580;20833;0;0;0;878929;0;0;0;6820112.93;7886454.93
01.636.325/0001-28;2024-07-01;1;8381128;8290955;0;0;90173;301841376;301841376;0;0;0;301841376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3719821;1989120;0;1730701;327659;20833;0;0;0;873222;0;0;0;5140398;6362112
01.657.856/0001-05;2024-01-01;1;888640.68;141832.55;0;0;746808.13;49532191.95;49532191.95;0;49530663.91;0;0;0;1528.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1026231.25;450385.47;0;575845.78;191642;18061.68;0;0;0;0;0;0;0;1536807;1746510.68
01.657.856/0001-05;2024-02-01;1;638795.51;70893.23;0;0;567902.28;49573652.58;49573652.58;0;49572161.52;0;0;0;1491.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1029381.56;435994.03;0;593387.53;2840.9;18153.61;0;0;0;0;0;0;0;1512748.37;1533742.88
